weather_condition,time,stop_location,accident_severity,crime_category,passenger_count
Stormy,Morning,Zone C,Minor,Theft,201.12212254081
Cloudy,Afternoon,Zone D,Minor,Drug Offense,74.0
Foggy,Evening,Zone A,Severe,Theft,243.25955450510045
Clear,Morning,Zone C,None,Theft,93.95477484142965
Stormy,Morning,Zone A,Minor,Drug Offense,199.53754823521908
Cloudy,Night,Zone D,None,Vandalism,40.27688294811617
Stormy,Night,Zone C,None,Assault,64.6315748152947
Cloudy,Evening,Zone C,Major,Vandalism,139.25255356992935
Stormy,Afternoon,Zone A,Severe,Assault,10.781192989167376
Clear,Night,Zone D,Severe,None,101.41881282712903
Foggy,Afternoon,Zone B,Severe,None,83.68889077392235
Rainy,Evening,Zone E,Severe,Vandalism,168.17820873910654
Rainy,Evening,Zone A,None,Assault,124.785166487666
Rainy,Morning,Zone A,Severe,Drug Offense,166.9500638380158
Cloudy,Afternoon,Zone E,Severe,Vandalism,84.35292645251245
Foggy,Night,Zone C,Severe,Drug Offense,100.41991485187899
Cloudy,Night,Zone A,Major,Assault,83.0
Cloudy,Afternoon,Zone B,Major,Assault,70.0
Cloudy,Night,Zone D,Severe,Assault,66.40818768072526
Cloudy,Night,Zone C,None,None,58.5010295859372
Foggy,Night,Zone A,Major,Drug Offense,62.0
Rainy,Night,Zone B,None,Theft,72.17451648038545
Stormy,Evening,Zone E,Major,Drug Offense,242.27933036404076
Cloudy,Evening,Zone C,Major,Assault,145.19376654150088
Foggy,Night,Zone B,None,Assault,51.671107701402796
Clear,Afternoon,Zone A,None,Vandalism,35.751896332852525
Stormy,Night,Zone E,Minor,None,108.99174235395881
Cloudy,Afternoon,Zone A,Severe,Assault,70.99574520444017
Cloudy,Afternoon,Zone D,Major,Drug Offense,63.0
Stormy,Morning,Zone A,Severe,None,221.61979158034055
Stormy,Morning,Zone E,None,Assault,111.32618026199387
Cloudy,Morning,Zone D,Major,Assault,142.0227105993696
Foggy,Afternoon,Zone D,Minor,Assault,79.0
Clear,Afternoon,Zone C,Severe,Theft,87.26632224517368
Foggy,Afternoon,Zone A,Minor,None,109.0
Rainy,Afternoon,Zone C,Major,Vandalism,77.0
Rainy,Afternoon,Zone E,None,None,53.43798591586999
Rainy,Evening,Zone C,Major,Drug Offense,121.18507893914598
Cloudy,Night,Zone C,Minor,Theft,71.0
Clear,Morning,Zone E,None,Assault,81.32496636823787
Clear,Afternoon,Zone D,Major,Assault,54.06393902354261
Cloudy,Evening,Zone A,None,None,87.3517195025156
Cloudy,Morning,Zone C,Major,None,121.45090934198186
Cloudy,Night,Zone B,Minor,None,93.0
Clear,Evening,Zone D,Major,Vandalism,73.74703072354593
Cloudy,Afternoon,Zone C,Severe,Assault,121.66559873413247
Stormy,Evening,Zone B,Major,Vandalism,138.24496966154243
Stormy,Evening,Zone E,None,Theft,197.77217358103394
Stormy,Night,Zone C,None,Vandalism,73.90091420327346
Cloudy,Evening,Zone A,None,Theft,100.53854938752227
Stormy,Morning,Zone D,None,Drug Offense,114.47806619315548
Cloudy,Evening,Zone C,None,Theft,77.23612478683728
Stormy,Morning,Zone A,Minor,Drug Offense,198.02790867353548
Cloudy,Afternoon,Zone C,Minor,None,100.0
Foggy,Afternoon,Zone B,Severe,Drug Offense,97.26739082599845
Rainy,Morning,Zone D,Major,Drug Offense,116.65157833351465
Foggy,Afternoon,Zone A,None,Theft,47.75111857249802
Rainy,Night,Zone A,Minor,Vandalism,53.0
Rainy,Night,Zone E,Severe,Drug Offense,51.92073929979367
Stormy,Night,Zone D,Severe,None,36.311207567597776
Rainy,Night,Zone C,Major,None,73.0
Rainy,Morning,Zone B,Major,Drug Offense,126.06167294335548
Foggy,Night,Zone C,None,Vandalism,70.40510639153203
Rainy,Morning,Zone B,None,Drug Offense,76.33808691343994
Cloudy,Evening,Zone E,Minor,Vandalism,180.65829395935742
Cloudy,Morning,Zone A,Severe,Drug Offense,172.75872885850544
Stormy,Afternoon,Zone B,Severe,Assault,47.63429124460618
Foggy,Night,Zone A,None,Theft,51.684943394281575
Clear,Morning,Zone A,Major,None,106.63925634517307
Foggy,Morning,Zone C,Minor,Assault,194.1928486561743
Clear,Morning,Zone B,Minor,Theft,141.0027507339942
Rainy,Evening,Zone B,None,Vandalism,79.20389884369553
Clear,Morning,Zone A,Minor,Assault,124.45926692182556
Rainy,Night,Zone B,Major,Theft,39.0
Foggy,Afternoon,Zone D,Severe,Drug Offense,110.28798750630624
Foggy,Evening,Zone E,Major,Theft,105.0430130518871
Stormy,Afternoon,Zone D,None,Vandalism,52.30613498868363
Stormy,Evening,Zone C,Minor,None,240.95270832589972
Rainy,Evening,Zone C,None,Vandalism,118.07732539596367
Rainy,Night,Zone D,None,Vandalism,49.91219825622312
Cloudy,Afternoon,Zone E,Major,Drug Offense,85.0
Cloudy,Afternoon,Zone B,Major,Assault,52.0
Cloudy,Evening,Zone E,None,Assault,125.11395669866756
Foggy,Night,Zone E,Severe,Assault,97.45307282706578
Clear,Night,Zone B,Major,Drug Offense,48.301285736243535
Rainy,Evening,Zone B,Minor,Drug Offense,160.95704748278175
Stormy,Afternoon,Zone B,Minor,Drug Offense,46.75035031664697
Rainy,Evening,Zone B,None,Theft,109.25528028970864
Clear,Evening,Zone A,None,Theft,66.66131556734231
Rainy,Evening,Zone D,None,Drug Offense,119.06584722727779
Stormy,Night,Zone A,Minor,None,134.9653979568813
Stormy,Evening,Zone D,Major,Theft,171.67484277002566
Clear,Evening,Zone D,None,Assault,84.39118725700168
Stormy,Morning,Zone D,None,Assault,110.11701156552158
Foggy,Night,Zone E,Major,Assault,52.0
Stormy,Night,Zone D,Minor,Assault,53.8056045962525
Clear,Morning,Zone B,Minor,Theft,155.3261170199147
Clear,Evening,Zone E,None,Theft,44.97655683199495
Rainy,Night,Zone E,None,Drug Offense,30.440773721287684
Stormy,Morning,Zone A,None,Vandalism,158.1992208872369
Stormy,Evening,Zone C,Minor,Drug Offense,181.0820630391478
Clear,Night,Zone E,Major,None,53.2924323646521
Rainy,Night,Zone B,None,Theft,51.56200056010763
Rainy,Evening,Zone E,None,None,116.57532135753385
Foggy,Evening,Zone A,Severe,Assault,134.04118350043834
Foggy,Morning,Zone E,Minor,Drug Offense,160.92349836063968
Clear,Evening,Zone C,Major,Assault,103.2890833139034
Rainy,Morning,Zone D,Major,Vandalism,135.53226240709694
Rainy,Evening,Zone E,Major,None,175.64405437022205
Foggy,Night,Zone A,Severe,Theft,69.14277355033417
Foggy,Morning,Zone C,Major,None,128.6296927037193
Clear,Morning,Zone D,Severe,Assault,142.1829784569037
Rainy,Afternoon,Zone E,None,Vandalism,53.740480387211925
Clear,Night,Zone B,Minor,Theft,80.49750720580799
Foggy,Evening,Zone E,Minor,Drug Offense,173.26478568580055
Stormy,Morning,Zone B,Major,Assault,132.29199850975357
Foggy,Afternoon,Zone A,None,Theft,64.14241843047388
Rainy,Evening,Zone D,None,Drug Offense,88.88735865203392
Clear,Night,Zone E,Minor,Assault,64.14929102414482
Rainy,Morning,Zone D,Major,Assault,155.77133743119904
Foggy,Afternoon,Zone B,Severe,Theft,82.50466127291105
Foggy,Afternoon,Zone C,Minor,None,88.0
Cloudy,Afternoon,Zone A,Minor,Theft,91.0
Foggy,Morning,Zone E,Severe,Vandalism,106.34960346485836
Rainy,Night,Zone C,Major,Vandalism,72.0
Clear,Evening,Zone A,Major,Drug Offense,136.99447141144717
Clear,Evening,Zone B,Severe,Drug Offense,118.10297266051228
Cloudy,Afternoon,Zone A,Severe,Drug Offense,96.02279230114173
Rainy,Evening,Zone D,Minor,None,168.29819889145668
Foggy,Night,Zone B,Severe,Assault,97.04634519555223
Stormy,Afternoon,Zone A,Major,Theft,69.88288400511944
Clear,Night,Zone D,Severe,Assault,132.27171508998384
Rainy,Night,Zone D,Severe,Drug Offense,37.10812381427954
Cloudy,Morning,Zone E,Major,Assault,107.19218649096962
Stormy,Morning,Zone E,Major,Assault,115.18604202664416
Rainy,Evening,Zone A,None,Vandalism,93.41466466730219
Foggy,Afternoon,Zone D,Major,Theft,67.0
Clear,Morning,Zone C,Minor,Assault,86.56060581492665
Foggy,Evening,Zone D,Severe,Assault,144.5858270261628
Cloudy,Afternoon,Zone B,Minor,None,69.0
Clear,Night,Zone A,None,Vandalism,59.81359966092068
Stormy,Night,Zone A,Minor,Drug Offense,124.05502159199133
Clear,Morning,Zone E,Severe,None,143.17266006966673
Foggy,Night,Zone D,Severe,Vandalism,67.69887681052992
Rainy,Evening,Zone E,Minor,Theft,139.55533017286658
Rainy,Afternoon,Zone D,Major,None,84.0
Rainy,Afternoon,Zone A,Minor,None,82.0
Cloudy,Morning,Zone B,Minor,None,186.65956697683077
Cloudy,Evening,Zone B,Major,Theft,114.34276020502332
Rainy,Evening,Zone B,None,Assault,105.79274876073069
Stormy,Afternoon,Zone A,None,Drug Offense,82.64770851962051
Foggy,Morning,Zone E,Severe,Assault,236.6268298205592
Stormy,Morning,Zone D,Major,Drug Offense,187.24521010106832
Rainy,Night,Zone E,Major,Vandalism,65.0
Foggy,Evening,Zone A,Severe,None,203.55014904612608
Cloudy,Night,Zone E,None,Theft,41.67033127285172
Clear,Night,Zone C,None,None,47.341309548782824
Clear,Afternoon,Zone D,None,Drug Offense,39.28489722330978
Foggy,Evening,Zone A,None,None,118.53007114419374
Stormy,Evening,Zone C,None,None,140.5925574572632
Foggy,Afternoon,Zone E,None,Theft,89.62231030345379
Stormy,Morning,Zone B,None,None,87.03822018826679
Stormy,Night,Zone E,None,Theft,52.057467786848726
Clear,Night,Zone A,Severe,None,112.20751463442762
Cloudy,Night,Zone B,Minor,Assault,83.0
Rainy,Night,Zone E,Major,Vandalism,88.0
Cloudy,Evening,Zone A,Minor,None,221.54252451956933
Rainy,Afternoon,Zone C,None,Vandalism,56.33865312301022
Clear,Morning,Zone C,Major,Theft,106.25513765290657
Rainy,Afternoon,Zone B,Major,None,52.0
Stormy,Afternoon,Zone E,Major,Drug Offense,71.56916079397422
Foggy,Night,Zone C,Minor,Drug Offense,112.0
Rainy,Night,Zone E,Major,Drug Offense,32.0
Cloudy,Night,Zone C,None,Vandalism,55.21914048393427
Clear,Afternoon,Zone A,Major,Assault,39.65792228623338
Clear,Morning,Zone B,None,Assault,64.23382407574418
Foggy,Morning,Zone B,Minor,None,209.9642674055109
Stormy,Morning,Zone D,None,Assault,137.99228190036126
Stormy,Evening,Zone C,Minor,None,226.63746011104166
Clear,Evening,Zone C,Minor,None,114.45330668991076
Stormy,Night,Zone D,Severe,Theft,87.17288484649544
Foggy,Morning,Zone E,Minor,Vandalism,153.7251390882893
Clear,Evening,Zone B,None,None,67.15139959087645
Stormy,Afternoon,Zone B,Minor,Drug Offense,75.23253057548197
Rainy,Afternoon,Zone B,None,Theft,68.71031227573893
Rainy,Night,Zone A,Major,Theft,61.0
Stormy,Afternoon,Zone E,Major,Theft,32.81085257350652
Rainy,Evening,Zone D,Severe,Assault,224.50724458589707
Foggy,Morning,Zone B,None,Assault,85.63211669328807
Cloudy,Evening,Zone C,Major,None,159.69981232418863
Foggy,Evening,Zone C,None,Vandalism,133.6986405003907
Foggy,Night,Zone E,Major,Vandalism,77.0
Stormy,Morning,Zone A,None,None,123.25784639746338
Foggy,Afternoon,Zone D,None,None,57.8651821865084
Stormy,Morning,Zone B,None,None,86.62543117620648
Clear,Afternoon,Zone D,Minor,Vandalism,49.46347205589277
Stormy,Night,Zone D,Severe,Assault,21.466890604282806
Stormy,Morning,Zone C,Minor,Drug Offense,162.12864174824375
Clear,Evening,Zone A,Severe,Theft,142.99627867511967
Cloudy,Morning,Zone B,Major,Drug Offense,146.3877913444438
Clear,Night,Zone C,Severe,Drug Offense,34.87199617229559
Stormy,Morning,Zone C,Severe,None,83.61449285603986
Rainy,Afternoon,Zone C,None,Vandalism,51.66068993780594
Stormy,Morning,Zone C,Major,Drug Offense,119.5203123430254
Clear,Morning,Zone D,Minor,Vandalism,142.66889404730185
Stormy,Night,Zone A,Major,None,93.05269256440417
Clear,Morning,Zone D,Severe,Drug Offense,168.04672900887118
Foggy,Morning,Zone A,Severe,Drug Offense,231.9406427181919
Cloudy,Evening,Zone A,Minor,Theft,124.87171100299126
Cloudy,Morning,Zone B,Minor,None,209.90135047436775
Clear,Morning,Zone D,Minor,Vandalism,99.0331253349625
Cloudy,Night,Zone E,Minor,None,88.0
Rainy,Afternoon,Zone A,None,None,71.24720164146161
Rainy,Morning,Zone E,Severe,Drug Offense,252.25290052704264
Cloudy,Evening,Zone C,Major,Assault,118.56591585891479
Clear,Night,Zone A,Major,None,72.24250338298475
Rainy,Afternoon,Zone A,Major,Theft,56.0
Cloudy,Night,Zone D,None,Drug Offense,83.63766301550784
Stormy,Afternoon,Zone A,Minor,Vandalism,87.6660673540062
Rainy,Morning,Zone E,Major,Drug Offense,142.31519585033385
Foggy,Afternoon,Zone A,None,None,50.84051911444362
Rainy,Afternoon,Zone B,Minor,Drug Offense,94.0
Cloudy,Morning,Zone B,Minor,Drug Offense,182.56317816674107
Cloudy,Evening,Zone D,Minor,Assault,179.3308430964404
Cloudy,Evening,Zone B,Major,Assault,155.3459729270971
Clear,Morning,Zone A,Minor,Assault,113.33799818253165
Clear,Night,Zone B,Major,Drug Offense,47.8790426464421
Stormy,Night,Zone C,Minor,Assault,83.67876224071601
Stormy,Afternoon,Zone D,Severe,None,151.23792217581834
Rainy,Night,Zone A,Minor,Theft,111.0
Cloudy,Night,Zone B,Major,Drug Offense,69.0
Stormy,Morning,Zone C,Severe,Assault,131.5847173914259
Cloudy,Morning,Zone B,Major,Theft,156.66158439496982
Rainy,Afternoon,Zone B,Minor,None,94.0
Clear,Night,Zone B,Major,Drug Offense,35.51949567433612
Stormy,Afternoon,Zone A,Major,Theft,32.062283438710075
Foggy,Morning,Zone D,Major,None,144.69495742041624
Foggy,Night,Zone C,None,Theft,39.571320932113224
Foggy,Afternoon,Zone D,None,Drug Offense,69.48196223265371
Foggy,Afternoon,Zone D,None,Theft,63.45629860779549
Foggy,Evening,Zone E,None,Theft,90.56732748225713
Foggy,Evening,Zone C,Minor,Theft,137.94560048773022
Foggy,Night,Zone A,None,Drug Offense,55.88549207620683
Stormy,Night,Zone A,Major,Theft,49.472357424519224
Foggy,Morning,Zone E,Severe,Theft,194.6528033688799
Foggy,Morning,Zone E,None,Theft,106.89074914976202
Rainy,Morning,Zone E,Severe,Assault,141.2614290682945
Stormy,Evening,Zone E,None,Theft,99.70176578983705
Rainy,Afternoon,Zone A,Severe,Assault,110.89487746222407
Cloudy,Morning,Zone A,Minor,Theft,122.50768406901162
Foggy,Evening,Zone B,Major,None,146.4395461956597
Clear,Morning,Zone D,None,Assault,74.4586294156935
Foggy,Evening,Zone D,Major,Theft,99.15108870406806
Foggy,Evening,Zone D,Minor,Theft,135.44671069823124
Rainy,Night,Zone D,None,Drug Offense,53.806173107695756
Cloudy,Afternoon,Zone A,Severe,Assault,104.14312846637637
Rainy,Evening,Zone A,Major,Assault,103.85096087681454
Stormy,Afternoon,Zone E,Major,None,48.938865525907964
Cloudy,Morning,Zone A,Major,Drug Offense,125.63274947890355
Cloudy,Night,Zone A,Minor,Drug Offense,88.0
Cloudy,Night,Zone B,Severe,Drug Offense,130.5178949634803
Rainy,Afternoon,Zone C,Major,Theft,56.0
Foggy,Night,Zone E,Severe,None,63.58353906915137
Foggy,Night,Zone E,Minor,Theft,119.0
Foggy,Morning,Zone B,None,Vandalism,144.71524359541675
Foggy,Morning,Zone C,Major,None,123.99584989560063
Foggy,Night,Zone A,Severe,Drug Offense,65.3640244447586
Stormy,Night,Zone E,Minor,Theft,113.59898625110588
Clear,Afternoon,Zone C,None,Assault,40.576652360472465
Cloudy,Morning,Zone D,None,Assault,99.99501147849188
Clear,Night,Zone E,Minor,None,72.74930422503137
Stormy,Night,Zone C,Minor,Drug Offense,29.401514666527685
Foggy,Morning,Zone D,None,Assault,83.57086870278079
Stormy,Morning,Zone D,Minor,Drug Offense,146.0647339690415
Stormy,Morning,Zone A,Severe,None,115.3623126662373
Clear,Evening,Zone C,None,None,61.60096248989177
Cloudy,Evening,Zone E,Severe,Drug Offense,138.90756648456448
Rainy,Afternoon,Zone E,Major,Assault,61.0
Rainy,Evening,Zone C,Major,Assault,124.15179457163589
Cloudy,Evening,Zone B,Minor,Theft,156.12572476741127
Foggy,Evening,Zone B,Minor,None,188.39192275399338
Stormy,Evening,Zone A,Minor,Theft,166.78954019856843
Foggy,Night,Zone A,Minor,Theft,93.0
Stormy,Night,Zone B,Major,Assault,49.43905733060274
Rainy,Night,Zone D,Major,Vandalism,72.0
Cloudy,Evening,Zone D,None,Vandalism,85.13521571143566
Clear,Evening,Zone B,None,Theft,62.04520375838316
Clear,Afternoon,Zone E,Severe,Drug Offense,51.93763646151036
Cloudy,Afternoon,Zone B,Severe,None,129.60622429834208
Rainy,Afternoon,Zone E,Major,Drug Offense,63.0
Stormy,Evening,Zone E,Minor,Vandalism,157.81408822221198
Clear,Night,Zone D,Minor,None,98.83972167367924
Rainy,Evening,Zone D,Major,None,146.27966825287183
Cloudy,Evening,Zone D,Severe,Drug Offense,210.60115233319297
Foggy,Morning,Zone E,Major,Theft,152.47152177615038
Rainy,Evening,Zone E,Minor,None,179.54922727095783
Rainy,Afternoon,Zone A,Severe,Drug Offense,104.90000779501881
Foggy,Morning,Zone B,None,None,110.28842999713551
Rainy,Morning,Zone D,Severe,None,146.99549000987952
Clear,Evening,Zone C,None,Theft,69.52004301022237
Clear,Evening,Zone C,None,None,93.75036114819879
Clear,Afternoon,Zone E,Minor,Theft,63.76626996157226
Rainy,Afternoon,Zone A,None,Assault,62.42092452569475
Rainy,Evening,Zone B,Minor,Assault,131.4990992443246
Rainy,Afternoon,Zone E,Severe,None,86.49776363249708
Cloudy,Afternoon,Zone B,Severe,Drug Offense,80.58397205839816
Foggy,Evening,Zone E,Severe,Drug Offense,269.0116807436775
Rainy,Afternoon,Zone D,None,Vandalism,51.14656868566632
Foggy,Morning,Zone A,Major,Vandalism,137.08897116681192
Stormy,Morning,Zone D,Major,Vandalism,144.55648683843347
Clear,Afternoon,Zone D,None,Drug Offense,38.81982599501929
Cloudy,Morning,Zone C,Major,None,105.22382466121454
Foggy,Night,Zone C,Major,Drug Offense,84.0
Clear,Afternoon,Zone C,Severe,None,69.94603773423496
Cloudy,Morning,Zone C,Major,Theft,135.95807328998345
Clear,Night,Zone E,Severe,Drug Offense,66.26106764651496
Rainy,Night,Zone E,Major,Drug Offense,52.0
Rainy,Afternoon,Zone A,Severe,Vandalism,45.74340103096827
Clear,Evening,Zone C,None,Drug Offense,75.95042820803803
Cloudy,Night,Zone C,None,Assault,61.12559329636915
Clear,Afternoon,Zone E,None,Vandalism,29.572682704647605
Stormy,Evening,Zone B,None,Theft,107.97995212646707
Cloudy,Night,Zone D,Severe,Theft,18.058387608583008
Cloudy,Night,Zone A,Minor,Theft,95.0
Clear,Night,Zone E,None,Drug Offense,47.23328623318219
Foggy,Afternoon,Zone E,Severe,Assault,108.2161633398229
Clear,Afternoon,Zone D,Severe,Vandalism,93.36992016472982
Foggy,Evening,Zone A,Severe,Vandalism,192.83093466498624
Cloudy,Night,Zone E,Minor,Vandalism,103.0
Rainy,Morning,Zone C,Minor,Assault,109.3726190853643
Rainy,Evening,Zone C,Major,Vandalism,110.27001158142187
Clear,Morning,Zone E,Minor,Drug Offense,102.37205685622526
Foggy,Night,Zone B,Minor,Theft,61.0
Clear,Afternoon,Zone B,Minor,Assault,50.10413935970011
Stormy,Morning,Zone B,Severe,None,224.2292104158244
Clear,Afternoon,Zone C,Minor,Assault,78.35072079396713
Clear,Night,Zone C,None,Assault,36.265661107192976
Clear,Evening,Zone D,Severe,Assault,136.08811825662582
Clear,Morning,Zone B,Major,None,106.36888547562623
Foggy,Afternoon,Zone D,Severe,Drug Offense,81.34583850180469
Foggy,Morning,Zone E,Major,Assault,123.89689288878617
Foggy,Night,Zone E,None,Assault,44.63095639050918
Stormy,Evening,Zone A,Major,Drug Offense,149.9372391844313
Stormy,Night,Zone A,Severe,Vandalism,49.79135949588716
Clear,Afternoon,Zone A,Major,Drug Offense,28.991120869642725
Foggy,Night,Zone A,Severe,Assault,102.97344109057084
Stormy,Evening,Zone C,Major,Vandalism,141.38890113514248
Rainy,Night,Zone D,Minor,Theft,77.0
Clear,Afternoon,Zone C,Major,Theft,55.33090987271029
Cloudy,Night,Zone E,Severe,Drug Offense,94.89074486081081
Foggy,Morning,Zone B,None,Theft,118.23432725685255
Clear,Morning,Zone B,Major,Drug Offense,118.22328673287161
Clear,Morning,Zone D,Severe,Drug Offense,156.1708436855572
Cloudy,Morning,Zone D,Major,Vandalism,171.86420635677607
Rainy,Evening,Zone E,None,Vandalism,76.01773074701435
Stormy,Afternoon,Zone C,Major,Vandalism,43.93782180448811
Stormy,Morning,Zone B,Severe,Assault,228.65284340623933
Cloudy,Morning,Zone C,Severe,Drug Offense,171.18226531550437
Cloudy,Morning,Zone E,None,Drug Offense,72.36534447442473
Stormy,Morning,Zone C,Severe,Assault,55.236031059716744
Rainy,Afternoon,Zone B,Severe,Vandalism,57.66550126325102
Rainy,Night,Zone E,Major,Assault,46.0
Clear,Morning,Zone C,Major,Drug Offense,89.67578364419649
Cloudy,Night,Zone C,None,Assault,53.97640891911378
Cloudy,Afternoon,Zone C,Major,Vandalism,88.0
Cloudy,Night,Zone C,Severe,Drug Offense,48.40832293432529
Stormy,Night,Zone D,Minor,Theft,108.2535739080321
Stormy,Evening,Zone E,Minor,Vandalism,187.9936686331235
Stormy,Night,Zone E,Severe,Drug Offense,0.0
Rainy,Night,Zone C,Severe,Vandalism,88.62228487929012
Stormy,Night,Zone C,Major,None,28.257076858770095
Clear,Morning,Zone D,Severe,Assault,168.040400259355
Stormy,Morning,Zone B,None,None,105.93380484985722
Rainy,Evening,Zone D,Severe,Theft,194.9566800421621
Cloudy,Evening,Zone C,Minor,Assault,136.93511542525584
Clear,Night,Zone C,Severe,Drug Offense,69.51914629484602
Rainy,Morning,Zone C,Major,Assault,164.94773051936357
Foggy,Night,Zone C,Minor,Vandalism,101.0
Cloudy,Morning,Zone D,Severe,Drug Offense,186.21506865586056
Stormy,Evening,Zone C,Minor,Drug Offense,175.18199662068875
Rainy,Afternoon,Zone B,Minor,None,73.0
Foggy,Afternoon,Zone A,Severe,Assault,104.7014016443845
Rainy,Night,Zone B,Major,Drug Offense,75.0
Stormy,Evening,Zone C,Major,Theft,172.86329760092335
Rainy,Morning,Zone D,Minor,Drug Offense,187.91612260772015
Foggy,Night,Zone C,Major,Theft,89.0
Rainy,Night,Zone D,Severe,None,118.27678082496081
Clear,Morning,Zone A,Minor,Assault,96.94195840851387
Clear,Night,Zone E,Major,None,77.43106172432857
Stormy,Morning,Zone B,None,Theft,129.70280690177353
Foggy,Evening,Zone A,None,Drug Offense,98.34093926593835
Foggy,Evening,Zone C,Major,Theft,112.78301357109676
Foggy,Afternoon,Zone D,Severe,Theft,129.35775377531087
Foggy,Evening,Zone D,None,Vandalism,118.89664234123899
Foggy,Morning,Zone E,Major,None,130.14381285987037
Cloudy,Evening,Zone A,Major,Vandalism,124.26483838210754
Rainy,Evening,Zone B,Severe,Drug Offense,105.19193346031828
Foggy,Morning,Zone D,Severe,Assault,131.68210874140544
Clear,Morning,Zone B,Major,Theft,87.44024020264959
Rainy,Evening,Zone C,Minor,None,140.55044394374363
Stormy,Night,Zone D,Major,Assault,56.86955432710249
Stormy,Evening,Zone D,Severe,Vandalism,205.77864355306775
Foggy,Morning,Zone A,Minor,Vandalism,135.81002197614004
Cloudy,Morning,Zone E,Severe,Drug Offense,221.05927606885092
Cloudy,Night,Zone C,Major,Drug Offense,67.0
Rainy,Night,Zone E,Minor,Vandalism,80.0
Cloudy,Evening,Zone A,Major,Assault,124.78608636065331
Stormy,Evening,Zone B,None,Assault,101.75550529087155
Foggy,Afternoon,Zone A,None,None,48.55520611188751
Clear,Morning,Zone A,Minor,Theft,140.0066977238361
Stormy,Evening,Zone A,Major,Drug Offense,109.64911249831887
Stormy,Morning,Zone D,None,Drug Offense,74.77222640177878
Rainy,Morning,Zone C,Major,Theft,136.1188213884733
Cloudy,Morning,Zone B,Minor,None,153.8995445858406
Clear,Night,Zone E,Severe,Assault,44.81213580319233
Clear,Morning,Zone B,None,Assault,96.17263862106823
Cloudy,Evening,Zone D,Minor,Assault,188.75998105044965
Foggy,Afternoon,Zone D,Minor,Drug Offense,82.0
Cloudy,Night,Zone E,Minor,Assault,75.0
Foggy,Afternoon,Zone D,Severe,Drug Offense,68.45547971847014
Clear,Evening,Zone E,Minor,Theft,150.95931322061583
Rainy,Night,Zone D,Minor,Vandalism,116.0
Stormy,Afternoon,Zone A,Minor,Drug Offense,101.74966182696578
Clear,Night,Zone D,None,Theft,51.16200162253627
Clear,Morning,Zone E,Minor,None,91.2501940840296
Clear,Evening,Zone E,Major,None,136.47779550804623
Stormy,Evening,Zone E,Major,Assault,123.31504403627281
Foggy,Evening,Zone C,Minor,Theft,143.82012975916174
Rainy,Morning,Zone B,None,None,103.06570181368664
Rainy,Morning,Zone B,None,Vandalism,82.2745211048105
Rainy,Morning,Zone A,None,Theft,80.49956850796295
Foggy,Evening,Zone E,Minor,Theft,193.30075727393637
Cloudy,Morning,Zone C,Major,Drug Offense,141.08588604137333
Cloudy,Evening,Zone C,None,Theft,85.86306298909452
Rainy,Night,Zone C,None,None,54.42246518387985
Clear,Night,Zone E,Severe,Vandalism,71.98187538772251
Clear,Morning,Zone C,Major,Theft,85.4861916758601
Stormy,Morning,Zone C,Severe,Drug Offense,226.94470078432153
Cloudy,Morning,Zone B,None,Vandalism,99.06435391964932
Clear,Night,Zone D,None,Vandalism,58.55044554504826
Rainy,Morning,Zone D,Minor,Vandalism,167.8827550470512
Stormy,Night,Zone D,Minor,None,117.02769117063451
Cloudy,Afternoon,Zone E,Minor,Theft,63.0
Stormy,Morning,Zone A,None,Vandalism,90.35048357379625
Clear,Afternoon,Zone A,Major,Drug Offense,50.03347669529912
Rainy,Evening,Zone B,Major,None,94.75333823624194
Rainy,Evening,Zone A,None,Vandalism,121.31242834330435
Rainy,Night,Zone A,Minor,Assault,62.0
Clear,Night,Zone D,Major,None,52.33430303465423
Foggy,Night,Zone D,None,None,99.62527621161712
Rainy,Afternoon,Zone E,Major,Drug Offense,40.0
Foggy,Evening,Zone A,Minor,Assault,177.4334063654333
Rainy,Night,Zone E,Minor,None,104.0
Foggy,Night,Zone C,Major,None,82.0
Cloudy,Morning,Zone B,None,Theft,108.32738885052945
Cloudy,Afternoon,Zone B,Severe,Theft,58.03945330114009
Rainy,Afternoon,Zone C,Severe,Assault,76.45683131077551
Stormy,Evening,Zone B,Major,Vandalism,170.08672766216327
Stormy,Evening,Zone A,Minor,Assault,157.31397620958606
Clear,Night,Zone E,Minor,Theft,68.32501483727123
Cloudy,Afternoon,Zone A,None,Assault,48.753906557623445
Cloudy,Evening,Zone B,Major,Drug Offense,118.98286404146252
Stormy,Afternoon,Zone A,Severe,None,67.12560500816959
Rainy,Night,Zone B,Minor,Vandalism,99.0
Clear,Night,Zone E,Major,Drug Offense,41.947553671445895
Cloudy,Night,Zone B,Severe,Theft,126.90118920793498
Clear,Night,Zone C,Severe,Theft,87.63795773269337
Cloudy,Afternoon,Zone B,None,Theft,70.20993760569745
Foggy,Night,Zone C,Major,Vandalism,53.0
Foggy,Afternoon,Zone E,Major,Drug Offense,97.0
Clear,Morning,Zone B,Major,Theft,130.5278223300226
Stormy,Night,Zone E,None,None,63.083867648274776
Stormy,Morning,Zone D,Minor,Assault,173.82779671559803
Cloudy,Evening,Zone D,Major,Vandalism,142.66579066744882
Foggy,Night,Zone B,None,Vandalism,51.55580081143957
